Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,71.0199966430664,71.0199966430664,70.30000305175781,70.83999633789062,51.55820083618164,12874200
2013-01-03,70.9800033569336,71.0,70.44999694824219,70.73999786376953,51.48542022705078,9598300
2013-01-04,71.23999786376953,71.7300033569336,71.01000213623047,71.55000305175781,52.07494354248047,11631800
2013-01-07,71.5,71.52999877929688,71.19000244140625,71.4000015258789,51.96577453613281,7548800
2013-01-08,71.30999755859375,71.6500015258789,71.25,71.41000366210938,51.97304916381836,9825300
2013-01-09,71.63999938964844,71.8499984741211,71.5,71.7300033569336,52.20595169067383,7672800
2013-01-10,71.80999755859375,72.37999725341797,71.73999786376953,72.19000244140625,52.540733337402344,11888500
2013-01-11,72.19000244140625,72.58000183105469,72.16000366210938,72.3499984741211,52.65716552734375,7766700
2013-01-14,72.5999984741211,72.79000091552734,72.37000274658203,72.55999755859375,52.810020446777344,7386000
2013-01-15,72.25,72.44000244140625,72.0,72.37000274658203,52.671756744384766,7795100
2013-01-16,72.26000213623047,72.81999969482422,72.25,72.58000183105469,52.82460021972656,8779900
2013-01-17,72.87999725341797,73.01000213623047,72.37000274658203,72.9000015258789,53.057491302490234,10570100
2013-01-18,72.9000015258789,73.2300033569336,72.79000091552734,73.2300033569336,53.29767990112305,13558600
2013-01-22,72.91999816894531,73.20999908447266,72.41999816894531,72.69000244140625,52.9046516418457,11469800
2013-01-23,72.5199966430664,72.91000366210938,72.47000122070312,72.8499984741211,53.02109146118164,10155100
2013-01-24,72.95999908447266,73.2300033569336,72.83999633789062,73.0999984741211,53.20304489135742,9369700
2013-01-25,73.12999725341797,73.93000030517578,73.05999755859375,73.91999816894531,53.79985427856445,10421500
2013-01-28,73.95999908447266,74.0,73.43000030517578,73.62000274658203,53.58151626586914,9420900
2013-01-29,73.66999816894531,74.62000274658203,73.63999938964844,74.41000366210938,54.15650177001953,12386500
2013-01-30,74.44999694824219,74.80000305175781,74.01000213623047,74.08999633789062,53.923587799072266,9245500
2013-01-31,74.08000183105469,74.36000061035156,73.77999877929688,73.91999816894531,53.79985427856445,10448700
2013-02-01,74.13999938964844,74.41999816894531,74.08000183105469,74.18000030517578,53.98906707763672,10016300
2013-02-04,73.55999755859375,74.25,73.55999755859375,74.11000061035156,53.938140869140625,9200700
2013-02-05,74.48999786376953,74.81999969482422,74.47000122070312,74.66000366210938,54.33844757080078,10230800
2013-02-06,74.56999969482422,75.38999938964844,74.5199966430664,75.38999938964844,54.8697395324707,12084000
2013-02-07,74.81999969482422,75.19999694824219,74.68000030517578,75.05999755859375,54.62955856323242,9798200
2013-02-08,75.16999816894531,75.61000061035156,74.7300033569336,75.4800033569336,54.93524169921875,8153300
2013-02-11,75.27999877929688,75.5,75.05000305175781,75.41000366210938,54.88429641723633,5697100
2013-02-12,75.41999816894531,75.86000061035156,75.41999816894531,75.80000305175781,55.16815185546875,7598900
2013-02-13,75.79000091552734,75.87000274658203,75.37000274658203,75.66000366210938,55.06626510620117,8014800
2013-02-14,75.5,76.08999633789062,75.37999725341797,75.80999755859375,55.175418853759766,9681800
2013-02-15,75.72000122070312,76.16000366210938,75.51000213623047,76.16000366210938,55.43016815185547,10528400
2013-02-19,76.02999877929688,77.0,75.95999908447266,76.95999908447266,56.01240158081055,9747400
2013-02-20,76.79000091552734,76.97000122070312,76.54000091552734,76.6500015258789,55.78677749633789,7857500
2013-02-21,76.47000122070312,77.0199966430664,76.37999725341797,76.87000274658203,55.9469108581543,9465700
2013-02-22,76.38999938964844,76.48999786376953,75.97000122070312,76.25,55.93955612182617,8571500
2013-02-25,76.47000122070312,76.66000366210938,75.56999969482422,75.56999969482422,55.44070816040039,10603300
2013-02-26,75.87999725341797,76.33999633789062,75.5,75.75,55.57276916503906,10742100
2013-02-27,75.68000030517578,76.44999694824219,75.5999984741211,76.31999969482422,55.99089813232422,8180300
2013-02-28,76.2300033569336,76.48999786376953,76.11000061035156,76.11000061035156,55.83685302734375,11806300
2013-03-01,75.79000091552734,76.7699966430664,75.7300033569336,76.69999694824219,56.269710540771484,9528300
2013-03-04,76.7300033569336,77.27999877929688,76.7300033569336,77.19999694824219,56.636512756347656,12628000
